Sales,Date,Region
1632.0,2019-06-20,South
1785.0,2019-06-20,East
1770.0,2019-06-20,West
1725.0,2019-06-21,North
1542.0,2019-06-21,South
1677.0,2019-06-21,East
1533.0,2019-06-21,West
1515.0,2019-06-22,West
1578.0,2019-06-22,North
1713.0,2019-06-22,South
1776.0,2019-06-22,East
1773.0,2019-06-23,East
1671.0,2019-06-23,West
1587.0,2019-06-23,North
1770.0,2019-06-23,South
1545.0,2019-06-24,South
1671.0,2019-06-24,East
1704.0,2019-06-24,North
1800.0,2019-06-24,West
1776.0,2019-06-25,West
1623.0,2019-06-25,East
1797.0,2019-06-25,South
1611.0,2019-06-25,North
1677.0,2019-06-26,North
1800.0,2019-06-26,South
1794.0,2019-06-26,East
1686.0,2019-06-26,West
1671.0,2019-06-27,North
1635.0,2019-06-27,South
1740.0,2019-06-27,East
1671.0,2019-06-27,West
1581.0,2019-06-28,West
1773.0,2019-06-28,East
1671.0,2019-06-28,North
1770.0,2019-06-28,South
1533.0,2019-06-29,North
1650.0,2019-06-29,South
1536.0,2019-06-29,East
1548.0,2019-06-29,West
1785.0,2019-06-30,North
1614.0,2019-06-30,South
1569.0,2019-06-30,East
1800.0,2019-06-30,West
1644.0,2019-07-01,West
1659.0,2019-07-01,East
1644.0,2019-07-01,North
1659.0,2019-07-01,South
1656.0,2019-07-02,North
1566.0,2019-07-02,South
1686.0,2019-07-02,East
1677.0,2019-07-02,West
1800.0,2019-07-03,West
1770.0,2019-07-03,North
1689.0,2019-07-03,South
1704.0,2019-07-03,East
1581.0,2019-07-04,West
1527.0,2019-07-04,East
1782.0,2019-07-04,North
1746.0,2019-07-04,South
1548.0,2019-07-05,East
1518.0,2019-07-05,North
1554.0,2019-07-05,South
1533.0,2019-07-05,West
1704.0,2019-07-06,West
1779.0,2019-07-06,East
1578.0,2019-07-06,South
1791.0,2019-07-06,North
1587.0,2019-07-07,North
1593.0,2019-07-07,South
1644.0,2019-07-07,East
1680.0,2019-07-07,West
1797.0,2019-07-08,East
1770.0,2019-07-08,West
1614.0,2019-07-08,North
1704.0,2019-07-08,South
1605.0,2019-07-09,North
1686.0,2019-07-09,South
1794.0,2019-07-09,East
1713.0,2019-07-09,West
1800.0,2019-07-10,West
1755.0,2019-07-10,North
1500.0,2019-07-10,South
1632.0,2019-07-10,East
1704.0,2019-07-11,East
1590.0,2019-07-11,West
1800.0,2019-07-11,North
1650.0,2019-07-11,South
1779.0,2019-07-12,North
1554.0,2019-07-12,South
1635.0,2019-07-12,East
1608.0,2019-07-12,West
1791.0,2019-07-13,North
1779.0,2019-07-13,South
1527.0,2019-07-13,East
1689.0,2019-07-13,West
1692.0,2019-07-14,West
1620.0,2019-07-14,East
1662.0,2019-07-14,South
1782.0,2019-07-14,North
1551.0,2019-07-15,North
1620.0,2019-07-15,South
1725.0,2019-07-15,East
1602.0,2019-07-15,West
1614.0,2019-07-16,West
1518.0,2019-07-16,North
1761.0,2019-07-16,South
1539.0,2019-07-16,East
1722.0,2019-07-17,East
1662.0,2019-07-17,West
1548.0,2019-07-17,North
1551.0,2019-07-17,South
1509.0,2019-07-18,North
1773.0,2019-07-18,South
1767.0,2019-07-18,East
1581.0,2019-07-18,West
1761.0,2019-07-19,East
1659.0,2019-07-19,West
1626.0,2019-07-19,North
1734.0,2019-07-19,South
1638.0,2019-07-20,North
1539.0,2019-07-20,South
1782.0,2019-07-20,East
1728.0,2019-07-20,West
1773.0,2019-07-21,West
1746.0,2019-07-21,North
1536.0,2019-07-21,South
1719.0,2019-07-21,East
1506.0,2019-07-22,East
1746.0,2019-07-22,West
1611.0,2019-07-22,North
1665.0,2019-07-22,South
1770.0,2019-07-23,North
1734.0,2019-07-23,South
1707.0,2019-07-23,East
1620.0,2019-07-23,West
1569.0,2019-07-24,North
1656.0,2019-07-24,South
1617.0,2019-07-24,East
1638.0,2019-07-24,West
1725.0,2019-07-25,West
1557.0,2019-07-25,East
1713.0,2019-07-25,South
1701.0,2019-07-25,North
1605.0,2019-07-26,North
1770.0,2019-07-26,South
1557.0,2019-07-26,East
1755.0,2019-07-26,West
1560.0,2019-07-27,West
1737.0,2019-07-27,North
1785.0,2019-07-27,South
1545.0,2019-07-27,East
1551.0,2019-07-28,East
1683.0,2019-07-28,West
1509.0,2019-07-28,North
1761.0,2019-07-28,South
1644.0,2019-07-29,North
1608.0,2019-07-29,South
1719.0,2019-07-29,East
1794.0,2019-07-29,West
1764.0,2019-07-30,North
1512.0,2019-07-30,South
1701.0,2019-07-30,East
1797.0,2019-07-30,West
1587.0,2019-07-31,West
1761.0,2019-07-31,East
1734.0,2019-07-31,North
1791.0,2019-07-31,South
1596.0,2019-08-01,North
1542.0,2019-08-01,South
1710.0,2019-08-01,East
1701.0,2019-08-01,West
1647.0,2019-08-02,North
1524.0,2019-08-02,South
1782.0,2019-08-02,East
1716.0,2019-08-02,West
1755.0,2019-08-03,West
1764.0,2019-08-03,East
1686.0,2019-08-03,South
1752.0,2019-08-03,North
1578.0,2019-08-04,North
1539.0,2019-08-04,South
1743.0,2019-08-04,East
1596.0,2019-08-04,West
1530.0,2019-08-05,West
1506.0,2019-08-05,North
1527.0,2019-08-05,South
1626.0,2019-08-05,East
1557.0,2019-08-06,West
1761.0,2019-08-06,East
1713.0,2019-08-06,South
1521.0,2019-08-06,North
1776.0,2019-08-07,West
1584.0,2019-08-07,North
1764.0,2019-08-07,South
1623.0,2019-08-07,East
1629.0,2019-08-08,East
1773.0,2019-08-08,West
1749.0,2019-08-08,North
1707.0,2019-08-08,South
1671.0,2019-08-09,South
1659.0,2019-08-09,East
1758.0,2019-08-09,North
1641.0,2019-08-09,West
1695.0,2019-08-10,West
1557.0,2019-08-10,East
1626.0,2019-08-10,South
1596.0,2019-08-10,North
1659.0,2019-08-11,North
1680.0,2019-08-11,South
1683.0,2019-08-11,East
1692.0,2019-08-11,West
1569.0,2019-08-12,North
1740.0,2019-08-12,South
1650.0,2019-08-12,East
1569.0,2019-08-12,West
1587.0,2019-08-13,West
1533.0,2019-08-13,East
1701.0,2019-08-13,North
1677.0,2019-08-13,South
1713.0,2019-08-14,North
1611.0,2019-08-14,South
1524.0,2019-08-14,East
1725.0,2019-08-14,West
1761.0,2019-08-15,North
1569.0,2019-08-15,South
1668.0,2019-08-15,East
1563.0,2019-08-15,West
1665.0,2019-08-16,West
1731.0,2019-08-16,East
1734.0,2019-08-16,North
1524.0,2019-08-16,South
1710.0,2019-08-17,North
1509.0,2019-08-17,South
1539.0,2019-08-17,East
1533.0,2019-08-17,West
1659.0,2019-08-18,West
1785.0,2019-08-18,North
1665.0,2019-08-18,South
1722.0,2019-08-18,East
1701.0,2019-08-19,West
1542.0,2019-08-19,East
1791.0,2019-08-19,North
1680.0,2019-08-19,South
1536.0,2019-08-20,East
1671.0,2019-08-20,North
1656.0,2019-08-20,South
1800.0,2019-08-20,West
1545.0,2019-08-21,West
1590.0,2019-08-21,East
1671.0,2019-08-21,South
1605.0,2019-08-21,North
1500.0,2019-08-22,North
1779.0,2019-08-22,South
1656.0,2019-08-22,East
1731.0,2019-08-22,West
1629.0,2019-08-23,East
1635.0,2019-08-23,West
1614.0,2019-08-23,North
1782.0,2019-08-23,South
1548.0,2019-08-24,North
1776.0,2019-08-24,South
1743.0,2019-08-24,East
1737.0,2019-08-24,West
1524.0,2019-08-25,West
1644.0,2019-08-25,North
1626.0,2019-08-25,South
1680.0,2019-08-25,East
1653.0,2019-08-26,East
1554.0,2019-08-26,West
1515.0,2019-08-26,North
1704.0,2019-08-26,South
1644.0,2019-08-27,North
1674.0,2019-08-27,South
1665.0,2019-08-27,East
1755.0,2019-08-27,West
1566.0,2019-08-28,North
1659.0,2019-08-28,South
1515.0,2019-08-28,East
1779.0,2019-08-28,West
1677.0,2019-08-29,West
1632.0,2019-08-29,East
1770.0,2019-08-29,South
1572.0,2019-08-29,North
1755.0,2019-08-30,North
1527.0,2019-08-30,South
1623.0,2019-08-30,East
1668.0,2019-08-30,West
1632.0,2019-08-31,West
1683.0,2019-08-31,North
1698.0,2019-08-31,South
1749.0,2019-08-31,East
1518.0,2019-09-01,East
1563.0,2019-09-01,West
1785.0,2019-09-01,North
1707.0,2019-09-01,South
1701.0,2019-09-02,North
1605.0,2019-09-02,South
1596.0,2019-09-02,East
1605.0,2019-09-02,West
1725.0,2019-09-03,East
1542.0,2019-09-03,West
1716.0,2019-09-03,North
1569.0,2019-09-03,South
1692.0,2019-09-04,North
1560.0,2019-09-04,South
1515.0,2019-09-04,East
1653.0,2019-09-04,West
1677.0,2019-09-05,West
1629.0,2019-09-05,North
1668.0,2019-09-05,South
1698.0,2019-09-05,East
1509.0,2019-09-06,East
1665.0,2019-09-06,West
1503.0,2019-09-06,North
1776.0,2019-09-06,South
1683.0,2019-09-07,North
1530.0,2019-09-07,South
1782.0,2019-09-07,East
1584.0,2019-09-07,West
1743.0,2019-09-08,North
1551.0,2019-09-08,South
1620.0,2019-09-08,East
1791.0,2019-09-08,West
1596.0,2019-09-09,West
1773.0,2019-09-09,East
1797.0,2019-09-09,South
1674.0,2019-09-09,North
1617.0,2019-09-10,North
1764.0,2019-09-10,South
1632.0,2019-09-10,East
1506.0,2019-09-10,West
1668.0,2019-09-11,West
1533.0,2019-09-11,North
1677.0,2019-09-11,South
1746.0,2019-09-11,East
1701.0,2019-09-12,East
1578.0,2019-09-12,West
1797.0,2019-09-12,North
1545.0,2019-09-12,South
1626.0,2019-09-13,North
1512.0,2019-09-13,South
1788.0,2019-09-13,East
1671.0,2019-09-13,West
1728.0,2019-09-14,North
1653.0,2019-09-14,South
1644.0,2019-09-14,East
1734.0,2019-09-14,West
1626.0,2019-09-15,West
1611.0,2019-09-15,East
1746.0,2019-09-15,North
1524.0,2019-09-15,South
1668.0,2019-09-16,North
1734.0,2019-09-16,South
1797.0,2019-09-16,East
1725.0,2019-09-16,West
1656.0,2019-09-17,North
1530.0,2019-09-17,South
1695.0,2019-09-17,East
1656.0,2019-09-17,West
1797.0,2019-09-18,West
1638.0,2019-09-18,East
1515.0,2019-09-18,South
1797.0,2019-09-18,North
1800.0,2019-09-19,North
1560.0,2019-09-19,South
1506.0,2019-09-19,East
1581.0,2019-09-19,West
1638.0,2019-09-20,West
1515.0,2019-09-20,North
1527.0,2019-09-20,South
1758.0,2019-09-20,East
1674.0,2019-09-21,West
1569.0,2019-09-21,East
1716.0,2019-09-21,South
1605.0,2019-09-21,North
1689.0,2019-09-22,West
1632.0,2019-09-22,North
1734.0,2019-09-22,South
1530.0,2019-09-22,East
1659.0,2019-09-23,East
1797.0,2019-09-23,West
1641.0,2019-09-23,North
1779.0,2019-09-23,South
1602.0,2019-09-24,East
1524.0,2019-09-24,West
1767.0,2019-09-24,North
1755.0,2019-09-24,South
1794.0,2019-09-25,North
1626.0,2019-09-25,South
1617.0,2019-09-25,East
1773.0,2019-09-25,West
1719.0,2019-09-26,North
1509.0,2019-09-26,South
1686.0,2019-09-26,East
1668.0,2019-09-26,West
1722.0,2019-09-27,West
1728.0,2019-09-27,East
1731.0,2019-09-27,North
1590.0,2019-09-27,South
1548.0,2019-09-28,North
1599.0,2019-09-28,South
1605.0,2019-09-28,East
1671.0,2019-09-28,West
1512.0,2019-09-29,North
1650.0,2019-09-29,South
1614.0,2019-09-29,East
1674.0,2019-09-29,West
1566.0,2019-09-30,West
1716.0,2019-09-30,East
1638.0,2019-09-30,North
1731.0,2019-09-30,South
1707.0,2019-10-01,North
1554.0,2019-10-01,South
1632.0,2019-10-01,East
1584.0,2019-10-01,West
1569.0,2019-10-02,West
1653.0,2019-10-02,North
1770.0,2019-10-02,South
1758.0,2019-10-02,East
1797.0,2019-10-03,North
1551.0,2019-10-03,South
1677.0,2019-10-03,East
1599.0,2019-10-03,West
1749.0,2019-10-04,East
1689.0,2019-10-04,West
1512.0,2019-10-04,North
1635.0,2019-10-04,South
1521.0,2019-10-05,East
1725.0,2019-10-05,West
1614.0,2019-10-05,North
1527.0,2019-10-05,South
1752.0,2019-10-06,West
1566.0,2019-10-06,East
1587.0,2019-10-06,North
1701.0,2019-10-06,South
1668.0,2019-10-07,North
1686.0,2019-10-07,South
1611.0,2019-10-07,East
1569.0,2019-10-07,West
1599.0,2019-10-08,North
1539.0,2019-10-08,South
1611.0,2019-10-08,East
1605.0,2019-10-08,West
1689.0,2019-10-09,East
1644.0,2019-10-09,West
1680.0,2019-10-09,North
1704.0,2019-10-09,South
1701.0,2019-10-10,North
1560.0,2019-10-10,South
1791.0,2019-10-10,East
1698.0,2019-10-10,West
1728.0,2019-10-11,West
1704.0,2019-10-11,East
1542.0,2019-10-11,South
1539.0,2019-10-11,North
1722.0,2019-10-12,West
1569.0,2019-10-12,East
1590.0,2019-10-12,North
1743.0,2019-10-12,South
1545.0,2019-10-13,North
1533.0,2019-10-13,South
1674.0,2019-10-13,East
1704.0,2019-10-13,West
1635.0,2019-10-14,West
1524.0,2019-10-14,North
1578.0,2019-10-14,South
1692.0,2019-10-14,East
1752.0,2019-10-15,West
1638.0,2019-10-15,East
1782.0,2019-10-15,North
1587.0,2019-10-15,South
1683.0,2019-10-16,East
1542.0,2019-10-16,North
1608.0,2019-10-16,South
1596.0,2019-10-16,West
1671.0,2019-10-17,East
1662.0,2019-10-17,West
1737.0,2019-10-17,South
1527.0,2019-10-17,North
1518.0,2019-10-18,North
1746.0,2019-10-18,South
1590.0,2019-10-18,East
1710.0,2019-10-18,West
1587.0,2019-10-19,West
1647.0,2019-10-19,North
1737.0,2019-10-19,South
1761.0,2019-10-19,East
1725.0,2019-10-20,West
1677.0,2019-10-20,East
1701.0,2019-10-20,North
1524.0,2019-10-20,South
1560.0,2019-10-21,West
1653.0,2019-10-21,North
1686.0,2019-10-21,South
1698.0,2019-10-21,East
1551.0,2019-10-22,East
1713.0,2019-10-22,West
1515.0,2019-10-22,North
1734.0,2019-10-22,South
1641.0,2019-10-23,West
1758.0,2019-10-23,East
1758.0,2019-10-23,North
1644.0,2019-10-23,South
1617.0,2019-10-24,North
1611.0,2019-10-24,South
1788.0,2019-10-24,East
1602.0,2019-10-24,West
1500.0,2019-10-25,West
1638.0,2019-10-25,North
1620.0,2019-10-25,South
1665.0,2019-10-25,East
1671.0,2019-10-26,North
1566.0,2019-10-26,South
1740.0,2019-10-26,East
1599.0,2019-10-26,West
1668.0,2019-10-27,South
1740.0,2019-10-27,East
1710.0,2019-10-27,North
1698.0,2019-10-27,West
1674.0,2019-10-28,West
1626.0,2019-10-28,East
1689.0,2019-10-28,South
1503.0,2019-10-28,North
1542.0,2019-10-29,North
1692.0,2019-10-29,South
1719.0,2019-10-29,East
1512.0,2019-10-29,West
1746.0,2019-10-30,East
1689.0,2019-10-30,West
1731.0,2019-10-30,North
1644.0,2019-10-30,South
1800.0,2019-10-31,North
1527.0,2019-10-31,South
1533.0,2019-10-31,East
1800.0,2019-10-31,West
1767.0,2019-11-01,West
1644.0,2019-11-01,North
1500.0,2019-11-01,South
1800.0,2019-11-01,East
1596.0,2019-11-02,East
1734.0,2019-11-02,West
1791.0,2019-11-02,North
1776.0,2019-11-02,South
1542.0,2019-11-03,North
1608.0,2019-11-03,South
1617.0,2019-11-03,East
1623.0,2019-11-03,West
1674.0,2019-11-04,North
1782.0,2019-11-04,South
1680.0,2019-11-04,East
1512.0,2019-11-04,West
1533.0,2019-11-05,West
1758.0,2019-11-05,East
1668.0,2019-11-05,South
1500.0,2019-11-05,North
1785.0,2019-11-06,North
1533.0,2019-11-06,South
1659.0,2019-11-06,East
1506.0,2019-11-06,West
1713.0,2019-11-07,West
1656.0,2019-11-07,North
1728.0,2019-11-07,South
1728.0,2019-11-07,East
1584.0,2019-11-08,East
1713.0,2019-11-08,West
1797.0,2019-11-08,North
1686.0,2019-11-08,South
1656.0,2019-11-09,East
1767.0,2019-11-09,West
1665.0,2019-11-09,North
1557.0,2019-11-09,South
1515.0,2019-11-10,North
1761.0,2019-11-10,South
1767.0,2019-11-10,East
1641.0,2019-11-10,West
1584.0,2019-11-11,North
1545.0,2019-11-11,South
1695.0,2019-11-11,East
1761.0,2019-11-11,West
1704.0,2019-11-12,West
1632.0,2019-11-12,East
1701.0,2019-11-12,North
1767.0,2019-11-12,South
1599.0,2019-11-13,North
1509.0,2019-11-13,South
1728.0,2019-11-13,East
1683.0,2019-11-13,West
1716.0,2019-11-14,West
1740.0,2019-11-14,North
1626.0,2019-11-14,South
1572.0,2019-11-14,East
1605.0,2019-11-15,West
1614.0,2019-11-15,East
1641.0,2019-11-15,North
1560.0,2019-11-15,South
1503.0,2019-11-16,North
1638.0,2019-11-16,South
1662.0,2019-11-16,East
1653.0,2019-11-16,West
1734.0,2019-11-17,North
1599.0,2019-11-17,South
1515.0,2019-11-17,East
1608.0,2019-11-17,West
1734.0,2019-11-18,South
1773.0,2019-11-18,West
1566.0,2019-11-18,North
1719.0,2019-11-18,East
1791.0,2019-11-19,North
1779.0,2019-11-19,South
1641.0,2019-11-19,East
1617.0,2019-11-19,West
1512.0,2019-11-20,East
1533.0,2019-11-20,North
1527.0,2019-11-20,South
1515.0,2019-11-20,West
1644.0,2019-11-21,West
1665.0,2019-11-21,East
1734.0,2019-11-21,North
1668.0,2019-11-21,South
1767.0,2019-11-22,North
1647.0,2019-11-22,South
1665.0,2019-11-22,East
1776.0,2019-11-22,West
1659.0,2019-11-23,West
1665.0,2019-11-23,North
1632.0,2019-11-23,South
1521.0,2019-11-23,East
1674.0,2019-11-24,West
1596.0,2019-11-24,East
1623.0,2019-11-24,North
1698.0,2019-11-24,South
1734.0,2019-11-25,East
1749.0,2019-11-25,North
1536.0,2019-11-25,South
1716.0,2019-11-25,West
1584.0,2019-11-26,West
1518.0,2019-11-26,East
1500.0,2019-11-26,South
1599.0,2019-11-26,North
1551.0,2019-11-27,North
1701.0,2019-11-27,South
1689.0,2019-11-27,East
1746.0,2019-11-27,West
1707.0,2019-11-28,East
1794.0,2019-11-28,West
1725.0,2019-11-28,North
1776.0,2019-11-28,South
1641.0,2019-11-29,North
1653.0,2019-11-29,South
1716.0,2019-11-29,East
1776.0,2019-11-29,West
1596.0,2019-11-30,West
1797.0,2019-11-30,North
1782.0,2019-11-30,South
1653.0,2019-11-30,East
1617.0,2019-12-01,East
1680.0,2019-12-01,West
1704.0,2019-12-01,North
1626.0,2019-12-01,South
1680.0,2019-12-02,West
1632.0,2019-12-02,East
1713.0,2019-12-02,South
1608.0,2019-12-02,North
1791.0,2019-12-03,North
1761.0,2019-12-03,South
1749.0,2019-12-03,East
1626.0,2019-12-03,West
1662.0,2019-12-04,East
1731.0,2019-12-04,West
1773.0,2019-12-04,North
1623.0,2019-12-04,South
1755.0,2019-12-05,North
1602.0,2019-12-05,South
1740.0,2019-12-05,East
1605.0,2019-12-05,West
1779.0,2019-12-06,West
1680.0,2019-12-06,North
1572.0,2019-12-06,South
1542.0,2019-12-06,East
1728.0,2019-12-07,East
1659.0,2019-12-07,West
1671.0,2019-12-07,North
1722.0,2019-12-07,South
1770.0,2019-12-08,North
1632.0,2019-12-08,South
1536.0,2019-12-08,East
1734.0,2019-12-08,West
1584.0,2019-12-09,North
1713.0,2019-12-09,South
1728.0,2019-12-09,East
1725.0,2019-12-09,West
1713.0,2019-12-10,West
1521.0,2019-12-10,East
1503.0,2019-12-10,South
1506.0,2019-12-10,North
1635.0,2019-12-11,North
1506.0,2019-12-11,South
1542.0,2019-12-11,East
1551.0,2019-12-11,West
1791.0,2019-12-12,West
1623.0,2019-12-12,North
1719.0,2019-12-12,South
1563.0,2019-12-12,East
1740.0,2019-12-13,East
1755.0,2019-12-13,West
1800.0,2019-12-13,North
1800.0,2019-12-13,South
1716.0,2019-12-14,North
1632.0,2019-12-14,South
1599.0,2019-12-14,East
1632.0,2019-12-14,West
1725.0,2019-12-15,North
1743.0,2019-12-15,South
1587.0,2019-12-15,East
1608.0,2019-12-15,West
1650.0,2019-12-16,West
1773.0,2019-12-16,East
1662.0,2019-12-16,North
1791.0,2019-12-16,South
1518.0,2019-12-17,North
1749.0,2019-12-17,South
1689.0,2019-12-17,East
1533.0,2019-12-17,West
1533.0,2019-12-18,North
1641.0,2019-12-18,South
1590.0,2019-12-18,East
1740.0,2019-12-18,West
1542.0,2019-12-19,West
1503.0,2019-12-19,East
1773.0,2019-12-19,South
1665.0,2019-12-19,North
1788.0,2019-12-20,North
1773.0,2019-12-20,South
1788.0,2019-12-20,East
1785.0,2019-12-20,West
1605.0,2019-12-21,North
1701.0,2019-12-21,South
1626.0,2019-12-21,East
1623.0,2019-12-21,West
1725.0,2019-12-22,East
1557.0,2019-12-22,West
1629.0,2019-12-22,South
1671.0,2019-12-22,North
1671.0,2019-12-23,North
1662.0,2019-12-23,South
1674.0,2019-12-23,East
1671.0,2019-12-23,West
1620.0,2019-12-24,North
1716.0,2019-12-24,South
1674.0,2019-12-24,East
1686.0,2019-12-24,West
1545.0,2019-12-25,East
1506.0,2019-12-25,West
1725.0,2019-12-25,South
1752.0,2019-12-25,North
1539.0,2019-12-26,North
1716.0,2019-12-26,South
1500.0,2019-12-26,East
1794.0,2019-12-26,West
1716.0,2019-12-27,North
1665.0,2019-12-27,South
1557.0,2019-12-27,East
1620.0,2019-12-27,West
1773.0,2019-12-28,West
1752.0,2019-12-28,East
1779.0,2019-12-28,South
1779.0,2019-12-28,North
1800.0,2019-12-29,North
1773.0,2019-12-29,South
1767.0,2019-12-29,East
1683.0,2019-12-29,West
1542.0,2019-12-30,North
1728.0,2019-12-30,South
1569.0,2019-12-30,East
1659.0,2019-12-30,West
1692.0,2019-12-31,West
1533.0,2019-12-31,East
1581.0,2019-12-31,North
1713.0,2019-12-31,South
1506.0,2020-01-01,North
1659.0,2020-01-01,South
1719.0,2020-01-01,East
1704.0,2020-01-01,West
1767.0,2020-01-02,North
1542.0,2020-01-02,South
1542.0,2020-01-02,East
1629.0,2020-01-02,West
1539.0,2020-01-03,South
1761.0,2020-01-03,West
1659.0,2020-01-03,North
1734.0,2020-01-03,East
1560.0,2020-01-04,North
1767.0,2020-01-04,South
1791.0,2020-01-04,East
1632.0,2020-01-04,West
1662.0,2020-01-05,East
1716.0,2020-01-05,North
1536.0,2020-01-05,South
1680.0,2020-01-05,West
1578.0,2020-01-06,West
1512.0,2020-01-06,East
1689.0,2020-01-06,North
1779.0,2020-01-06,South
1560.0,2020-01-07,North
1581.0,2020-01-07,South
1677.0,2020-01-07,East
1599.0,2020-01-07,West
1713.0,2020-01-08,North
1800.0,2020-01-08,South
1767.0,2020-01-08,East
1752.0,2020-01-08,West
1671.0,2020-01-09,East
1668.0,2020-01-09,West
1509.0,2020-01-09,North
1539.0,2020-01-09,South
1692.0,2020-01-10,North
1584.0,2020-01-10,South
1710.0,2020-01-10,East
1686.0,2020-01-10,West
1551.0,2020-01-11,West
1722.0,2020-01-11,East
1665.0,2020-01-11,South
1617.0,2020-01-11,North
1656.0,2020-01-12,West
1662.0,2020-01-12,East
1620.0,2020-01-12,North
1791.0,2020-01-12,South
1644.0,2020-01-13,North
1659.0,2020-01-13,South
1740.0,2020-01-13,East
1668.0,2020-01-13,West
1566.0,2020-01-14,North
1575.0,2020-01-14,South
1566.0,2020-01-14,East
1578.0,2020-01-14,West
1638.0,2020-01-15,West
1737.0,2020-01-15,North
1596.0,2020-01-15,South
1776.0,2020-01-15,East
1635.0,2020-01-16,East
1581.0,2020-01-16,West
1749.0,2020-01-16,North
1752.0,2020-01-16,South
1782.0,2020-01-17,West
1665.0,2020-01-17,East
1536.0,2020-01-17,South
1521.0,2020-01-17,North
1650.0,2020-01-18,North
1749.0,2020-01-18,South
1797.0,2020-01-18,East
1650.0,2020-01-18,West
1608.0,2020-01-19,North
1608.0,2020-01-19,South
1575.0,2020-01-19,East
1590.0,2020-01-19,West
1695.0,2020-01-20,West
1581.0,2020-01-20,East
1665.0,2020-01-20,North
1596.0,2020-01-20,South
1647.0,2020-01-21,North
1776.0,2020-01-21,South
1719.0,2020-01-21,East
1578.0,2020-01-21,West
1503.0,2020-01-22,North
1569.0,2020-01-22,South
1731.0,2020-01-22,East
1551.0,2020-01-22,West
1611.0,2020-01-23,West
1575.0,2020-01-23,East
1626.0,2020-01-23,North
1518.0,2020-01-23,South
1629.0,2020-01-24,North
1704.0,2020-01-24,South
1656.0,2020-01-24,East
1554.0,2020-01-24,West
1575.0,2020-01-25,North
1638.0,2020-01-25,South
1635.0,2020-01-25,East
1548.0,2020-01-25,West
1710.0,2020-01-26,North
1584.0,2020-01-26,South
1716.0,2020-01-26,East
1602.0,2020-01-26,West
1671.0,2020-01-27,East
1584.0,2020-01-27,West
1569.0,2020-01-27,North
1506.0,2020-01-27,South
1503.0,2020-01-28,West
1647.0,2020-01-28,East
1773.0,2020-01-28,South
1689.0,2020-01-28,North
1593.0,2020-01-29,North
1506.0,2020-01-29,South
1740.0,2020-01-29,East
1572.0,2020-01-29,West
1620.0,2020-01-30,North
1542.0,2020-01-30,South
1593.0,2020-01-30,East
1500.0,2020-01-30,West
1605.0,2020-01-31,West
1779.0,2020-01-31,East
1635.0,2020-01-31,North
1656.0,2020-01-31,South
1602.0,2020-02-01,North
1794.0,2020-02-01,South
1677.0,2020-02-01,East
1521.0,2020-02-01,West
1713.0,2020-02-02,East
1659.0,2020-02-02,West
1665.0,2020-02-02,South
1707.0,2020-02-02,North
1548.0,2020-02-03,North
1647.0,2020-02-03,South
1764.0,2020-02-03,East
1662.0,2020-02-03,West
1563.0,2020-02-04,North
1755.0,2020-02-04,South
1659.0,2020-02-04,East
1575.0,2020-02-04,West
1704.0,2020-02-05,West
1716.0,2020-02-05,North
1506.0,2020-02-05,South
1734.0,2020-02-05,East
1782.0,2020-02-06,East
1554.0,2020-02-06,West
1512.0,2020-02-06,North
1572.0,2020-02-06,South
1698.0,2020-02-07,East
1671.0,2020-02-07,West
1782.0,2020-02-07,North
1701.0,2020-02-07,South
1755.0,2020-02-08,East
1614.0,2020-02-08,West
1584.0,2020-02-08,North
1602.0,2020-02-08,South
1644.0,2020-02-09,East
1728.0,2020-02-09,West
1743.0,2020-02-09,North
1788.0,2020-02-09,South
1776.0,2020-02-10,East
1569.0,2020-02-10,West
1599.0,2020-02-10,North
1689.0,2020-02-10,South
1791.0,2020-02-11,North
1638.0,2020-02-11,South
1716.0,2020-02-11,East
1788.0,2020-02-11,West
1758.0,2020-02-12,North
1752.0,2020-02-12,South
1599.0,2020-02-12,East
1533.0,2020-02-12,West
1617.0,2020-02-13,West
1659.0,2020-02-13,East
1548.0,2020-02-13,North
1800.0,2020-02-13,South
1746.0,2020-02-14,North
1644.0,2020-02-14,South
1698.0,2020-02-14,East
1533.0,2020-02-14,West
1731.0,2020-02-15,West
1704.0,2020-02-15,North
1524.0,2020-02-15,South
1545.0,2020-02-15,East
1743.0,2020-02-16,West
1605.0,2020-02-16,East
1665.0,2020-02-16,North
1791.0,2020-02-16,South
1677.0,2020-02-17,North
1590.0,2020-02-17,South
1722.0,2020-02-17,East
1743.0,2020-02-17,West
1668.0,2020-02-18,North
1620.0,2020-02-18,South
1704.0,2020-02-18,East
1683.0,2020-02-18,West
1650.0,2020-02-19,South
1638.0,2020-02-19,West
1551.0,2020-02-19,North
1689.0,2020-02-19,East
1518.0,2020-02-20,North
1593.0,2020-02-20,South
1632.0,2020-02-20,East
1602.0,2020-02-20,West
1581.0,2020-02-21,East
1761.0,2020-02-21,North
1755.0,2020-02-21,South
1794.0,2020-02-21,West
1668.0,2020-02-22,West
1632.0,2020-02-22,East
1545.0,2020-02-22,North
1689.0,2020-02-22,South
1638.0,2020-02-23,North
1602.0,2020-02-23,South
1686.0,2020-02-23,East
1776.0,2020-02-23,West
1617.0,2020-02-24,West
1593.0,2020-02-24,North
1734.0,2020-02-24,South
1608.0,2020-02-24,East
